id,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
2192,Surrey Hills,5 David St,3,h,1550000.0,PI,Fletchers,27/01/2018,10.2,3127.0,3.0,2.0,2.0,307.0,,,Boroondara City Council,-37.82159,145.09521,Southern Metropolitan,5457.0
2193,Mernda,24 Maahu Ambl,3,t,482500.0,S,LJ,6/01/2018,25.9,3754.0,3.0,2.0,2.0,,153.0,2010.0,Whittlesea City Council,-37.61549,145.10143,Northern Metropolitan,5812.0
2194,Murrumbeena,13/9 Murrumbeena Cr,1,u,292000.0,SP,Gary,3/06/2017,10.1,3163.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,4442.0
2195,Preston,2/9 Furzer St,3,t,840000.0,SP,RW,17/02/2018,8.4,3072.0,,,,,,,Darebin City Council,,,Northern Metropolitan,14577.0
2196,Bulleen,2/137 Manningham Rd,3,u,726000.0,S,Barry,11/11/2017,10.8,3105.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,4480.0
2197,Gowanbrae,18 Primula Bvd,4,h,800000.0,S,Nelson,26/07/2016,13.6,3043.0,4.0,2.0,2.0,719.0,251.0,2000.0,Moreland City Council,-37.7062,144.8978,Western Metropolitan,1071.0
2198,Keilor Park,60 Erebus St,4,h,843000.0,S,Barry,11/02/2017,14.5,3042.0,4.0,2.0,1.0,697.0,,,Brimbank City Council,-37.7216,144.8605,Western Metropolitan,1119.0
2199,Doncaster East,45 Elizabeth St,4,h,1385000.0,S,Jellis,22/07/2017,14.3,3109.0,4.0,3.0,2.0,417.0,203.0,1980.0,Manningham City Council,-37.79223,145.14606,Eastern Metropolitan,10999.0
2200,Northcote,9/162 Clarke St,2,u,601000.0,S,Nelson,10/09/2016,5.5,3070.0,2.0,1.0,1.0,0.0,,,Darebin City Council,-37.7765,144.996,Northern Metropolitan,11364.0
2201,Balwyn North,5/133 Maud St,2,u,560000.0,S,hockingstuart,27/11/2016,9.2,3104.0,2.0,1.0,1.0,0.0,,1950.0,Boroondara City Council,-37.7961,145.0808,Southern Metropolitan,7809.0
2202,Carnegie,4/12 Judith St,2,u,360000.0,VB,Gary,6/08/2016,11.4,3163.0,2.0,1.0,1.0,0.0,70.0,1970.0,Glen Eira City Council,-37.9032,145.0555,Southern Metropolitan,7822.0
2203,Carlton North,146 Pigdon St,2,u,720000.0,S,Jellis,28/10/2017,3.5,3054.0,2.0,1.0,,,64.0,1820.0,Melbourne City Council,-37.78188,144.97227,Northern Metropolitan,3106.0
2204,Wantirna South,9/91 Jenola Pde,3,t,800000.0,SP,Barry,10/03/2018,14.7,3152.0,,,,,,,Knox City Council,,,Eastern Metropolitan,7082.0
2205,Essendon,20 McCarron Pde,4,h,2600000.0,VB,Nelson,18/11/2017,7.5,3040.0,4.0,3.0,2.0,,,,Moonee Valley City Council,-37.7518,144.9057,Western Metropolitan,9264.0
2206,South Melbourne,4 Law St,2,h,1030000.0,S,Cayzer,1/07/2017,1.9,3205.0,,,,,,,Port Phillip City Council,,,Southern Metropolitan,5943.0
2207,Toorak,4/5 Selwyn Ct,3,u,922500.0,S,Rodney,29/04/2017,4.6,3142.0,3.0,1.0,2.0,4657.0,,1980.0,Stonnington City Council,-37.8421,145.0237,Southern Metropolitan,7217.0
2208,Doncaster,9 Gilmore Rd,3,h,1275000.0,PI,Barry,12/11/2016,13.9,3108.0,3.0,1.0,1.0,720.0,,1960.0,Manningham City Council,-37.79,145.1309,Eastern Metropolitan,9028.0
2209,Pascoe Vale,1 Virginia St,4,h,780000.0,VB,Brad,1/07/2017,8.5,3044.0,4.0,2.0,3.0,555.0,128.0,1950.0,Moreland City Council,-37.71561,144.94336,Northern Metropolitan,7485.0
2210,Mernda,15 Galloway Dr,4,h,802000.0,S,Barry,21/10/2017,25.9,3754.0,4.0,2.0,2.0,519.0,238.0,2014.0,Whittlesea City Council,-37.59748,145.08202,Northern Metropolitan,5812.0
2211,Pascoe Vale,130 Essex St,3,h,960000.0,S,Brad,28/08/2016,9.9,3044.0,3.0,2.0,2.0,501.0,501.0,1960.0,Moreland City Council,-37.7258,144.9347,Northern Metropolitan,7485.0
2212,Blackburn,10 Haydn St,4,h,1955000.0,S,Jellis,17/03/2018,13.4,3130.0,4.0,2.0,,936.0,,,Whitehorse City Council,-37.82768,145.1476,Eastern Metropolitan,5713.0
2213,Preston,30B Young St,3,h,967500.0,S,hockingstuart,18/11/2017,8.4,3072.0,,,,,,,Darebin City Council,,,Northern Metropolitan,14577.0
2214,Heidelberg,4/97 Hawdon St,4,u,830000.0,S,Miles,24/09/2016,10.6,3084.0,4.0,2.0,2.0,1180.0,,,Banyule City Council,-37.7551,145.0646,Eastern Metropolitan,2890.0
2215,Hampton,24 Gordon St,5,h,4500000.0,VB,Marshall,18/11/2017,13.8,3188.0,5.0,2.0,4.0,1088.0,324.0,1990.0,Bayside City Council,-37.9304,144.9973,Southern Metropolitan,5454.0
2216,Jacana,12 Lorraine Cr,3,h,528000.0,SP,RW,22/07/2017,14.0,3047.0,3.0,1.0,3.0,588.0,92.0,1960.0,Hume City Council,-37.68306,144.90928,Northern Metropolitan,851.0
2217,Glen Waverley,10 Lennox Av,6,h,1290000.0,S,Harcourts,17/06/2017,16.7,3150.0,,,,,,,Monash City Council,,,Eastern Metropolitan,15321.0
2218,Springvale,13 Merton St,2,h,697000.0,S,Prof.,18/11/2017,20.8,3171.0,,,,,,,Greater Dandenong City Council,,,South-Eastern Metropolitan,7412.0
2219,Brunswick,1/46 Davies St,2,h,650000.0,S,Jellis,29/07/2017,5.2,3056.0,2.0,1.0,1.0,108.0,70.0,1970.0,Moreland City Council,-37.75715,144.96823999999995,Northern Metropolitan,11918.0
2220,North Melbourne,10 Canning St,4,h,2920000.0,S,Nelson,3/09/2016,2.3,3051.0,4.0,3.0,4.0,310.0,276.0,1880.0,Melbourne City Council,-37.7958,144.944,Northern Metropolitan,6821.0
2221,Hadfield,2 Knole St,2,h,610000.0,S,Eview,3/12/2016,12.1,3046.0,2.0,1.0,1.0,394.0,98.0,1950.0,Moreland City Council,-37.7153,144.9507,Northern Metropolitan,2606.0
2222,Heidelberg Heights,34 Law St,2,h,785000.0,S,Barry,11/02/2017,10.5,3081.0,,,,,,,Banyule City Council,,,Eastern Metropolitan,2947.0
2223,Elsternwick,9 Ripon Gr,4,h,1650000.0,PI,Biggin,18/06/2016,8.5,3185.0,1.0,3.0,2.0,386.0,185.0,1913.0,Glen Eira City Council,-37.883,144.999,Southern Metropolitan,4898.0
2224,Newport,2A Gordon St,2,h,710000.0,S,Williams,1/07/2017,6.2,3015.0,2.0,1.0,2.0,120.0,121.0,2011.0,Hobsons Bay City Council,-37.84026,144.86667,Western Metropolitan,5498.0
2225,Doncaster East,26 Octantis St,4,h,1390000.0,S,Barry,8/07/2017,14.3,3109.0,4.0,3.0,2.0,664.0,,,Manningham City Council,-37.77813,145.16558,Eastern Metropolitan,10999.0
2226,Lalor,25 Franklin Rd,4,h,676000.0,S,HAR,9/12/2017,16.3,3075.0,4.0,2.0,2.0,664.0,156.0,1975.0,Whittlesea City Council,-37.67053,145.00032,Northern Metropolitan,8279.0
2227,Parkville,30 Walker St,3,h,1350000.0,S,Jellis,11/11/2017,1.8,3052.0,3.0,2.0,3.0,,160.0,1860.0,Melbourne City Council,-37.7844,144.958,Northern Metropolitan,2309.0
2228,Coburg,12 Gordon St,4,h,865000.0,S,Brad,16/04/2016,7.8,3058.0,4.0,1.0,1.0,452.0,125.0,1925.0,Darebin City Council,-37.7525,144.94799999999995,Northern Metropolitan,11204.0
2229,Mordialloc,14/214 Beach Rd,2,u,549000.0,S,Buxton,11/11/2017,21.5,3195.0,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,3650.0
2230,Elwood,3/44 Wave St,2,u,695500.0,SP,Chisholm,3/06/2017,7.2,3184.0,2.0,1.0,1.0,887.0,76.0,1973.0,Port Phillip City Council,-37.88349,144.98699,Southern Metropolitan,8989.0
2231,Brunswick East,3/14 Oconnor St,2,t,771000.0,SP,Nelson,28/05/2016,4.5,3057.0,2.0,2.0,2.0,0.0,,,Moreland City Council,-37.7736,144.9725,Northern Metropolitan,5533.0
2232,Ivanhoe,13 Jellicoe St,3,h,1275000.0,VB,Nelson,22/05/2016,7.9,3079.0,3.0,2.0,2.0,834.0,169.0,1950.0,Banyule City Council,-37.7587,145.0426,Eastern Metropolitan,5549.0
2233,Sandringham,50 Brighton St,3,h,1550000.0,S,Buxton,21/10/2017,15.2,3191.0,3.0,3.0,1.0,,,,Bayside City Council,-37.94783,145.01593,Southern Metropolitan,4497.0
2234,Surrey Hills,20 Oak St,3,h,1980000.0,S,Bekdon,21/10/2017,10.2,3127.0,3.0,1.0,2.0,819.0,,,Boroondara City Council,-37.83335,145.10996,Southern Metropolitan,5457.0
2235,Northcote,39 Barry St,3,h,1710000.0,PI,Collins,4/06/2016,5.5,3070.0,3.0,1.0,1.0,247.0,160.0,1890.0,Darebin City Council,-37.7798,144.9952,Northern Metropolitan,11364.0
2236,Carnegie,2/81 Koornang Rd,2,u,545000.0,S,Ray,9/09/2017,10.1,3163.0,2.0,1.0,1.0,,,,Glen Eira City Council,-37.88725,145.05721,Southern Metropolitan,7822.0
2237,Avondale Heights,1/1 Amis Cr,3,u,610000.0,SP,Moonee,27/11/2016,10.5,3034.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502.0
2238,Moonee Ponds,35 Argyle St,3,h,1000000.0,VB,Nelson,18/11/2017,6.2,3039.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6232.0
2239,Mernda,22 Henwood Ri,3,h,525000.0,S,Barry,10/02/2018,25.9,3754.0,,,,,,,Whittlesea City Council,,,Northern Metropolitan,5812.0
2240,Reservoir,129 Spring St,2,h,623500.0,S,Nelson,22/08/2016,11.2,3073.0,2.0,1.0,0.0,452.0,,,Darebin City Council,-37.7271,145.0009,Northern Metropolitan,21650.0
2241,Balwyn North,19 Jacka St,4,h,3230000.0,S,Jellis,3/09/2016,9.2,3104.0,4.0,4.0,3.0,1135.0,275.0,1960.0,Boroondara City Council,-37.8014,145.0892,Southern Metropolitan,7809.0
2242,Kew East,23 Spruzen Av,4,h,1850000.0,VB,Jellis,14/10/2017,7.3,3102.0,4.0,2.0,2.0,583.0,202.0,1980.0,Boroondara City Council,-37.79437,145.03984,Southern Metropolitan,2671.0
2243,Gladstone Park,10 Byfield Cl,3,h,660000.0,SP,Barry,24/02/2018,12.9,3043.0,3.0,1.0,2.0,675.0,,,Hume City Council,-37.68395,144.88921000000005,Western Metropolitan,3285.0
2244,Williamstown,12/53 Morris St,2,u,550000.0,SP,Williams,22/04/2017,8.0,3016.0,2.0,1.0,2.0,0.0,65.0,1990.0,Hobsons Bay City Council,-37.8685,144.9058,Western Metropolitan,6380.0
2245,South Melbourne,46 Glover St,2,h,1450000.0,S,Greg,3/03/2018,1.9,3205.0,2.0,1.0,0.0,130.0,83.0,1880.0,Port Phillip City Council,-37.83913,144.9482,Southern Metropolitan,5943.0
2246,Strathmore,138a Lebanon St,2,h,630000.0,S,Barry,22/05/2016,9.7,3041.0,3.0,2.0,1.0,378.0,106.0,2000.0,Moonee Valley City Council,-37.7245,144.9097,Western Metropolitan,3284.0
2247,Canterbury,8 Hassett Av,4,h,2260000.0,S,Marshall,24/06/2017,8.4,3126.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,3265.0
2248,Fawkner,17 James St,3,h,665000.0,S,hockingstuart,7/11/2016,12.4,3060.0,3.0,1.0,1.0,726.0,,,Hume City Council,-37.7104,144.9733,Northern Metropolitan,5070.0
2249,Reservoir,4/1 Ashley St,2,u,427500.0,S,Love,7/11/2016,11.2,3073.0,2.0,1.0,1.0,146.0,84.0,1980.0,Darebin City Council,-37.719,145.0014,Northern Metropolitan,21650.0
2250,Bentleigh,4 Gordon St,3,h,1340000.0,S,hockingstuart,10/09/2016,13.0,3204.0,3.0,2.0,1.0,526.0,135.0,1910.0,Glen Eira City Council,-37.9279,145.031,Southern Metropolitan,6795.0
2251,Kew East,165 Belford Rd,5,h,1850000.0,VB,Marshall,24/02/2018,7.3,3102.0,5.0,2.0,2.0,710.0,,,Boroondara City Council,-37.78843,145.04865,Southern Metropolitan,2671.0
2252,Prahran,11A Percy St,2,h,1310000.0,S,hockingstuart,12/08/2017,4.6,3181.0,2.0,2.0,1.0,78.0,,,Stonnington City Council,-37.85083,144.99092,Southern Metropolitan,7717.0
2253,Keilor East,23 Viewbank Dr,4,h,1000000.0,VB,Nelson,10/03/2018,11.7,3033.0,4.0,2.0,2.0,545.0,233.0,1980.0,Brimbank City Council,-37.74794,144.87634,Western Metropolitan,5629.0
2254,South Yarra,16/37 Margaret St,1,u,300000.0,PI,LITTLE,30/07/2016,3.3,3141.0,,,,,,,Melbourne City Council,,,Southern Metropolitan,14887.0
2255,Hoppers Crossing,7 Ashton Cr,3,h,471000.0,S,Triwest,1/07/2017,18.4,3029.0,,,,,,,Wyndham City Council,,,Western Metropolitan,13830.0
2256,Camberwell,2/171 Wattle Valley Rd,3,u,905000.0,S,Prowse,8/04/2017,7.8,3124.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,8920.0
2257,Frankston,43 Highview Rd,3,h,800000.0,SP,Eview,28/10/2017,38.0,3199.0,3.0,1.0,2.0,904.0,140.0,1960.0,Frankston City Council,-38.15933,145.14677,South-Eastern Metropolitan,17055.0
2258,Essendon,1/52 Elder Pde,3,u,820000.0,S,Nelson,28/08/2016,8.0,3040.0,3.0,1.0,1.0,0.0,,,Moonee Valley City Council,-37.752,144.9079,Western Metropolitan,9264.0
2259,Camberwell,21 Radnor St,4,h,2110000.0,S,Fletchers,8/04/2017,7.8,3124.0,4.0,1.0,3.0,572.0,150.0,1910.0,Boroondara City Council,-37.8411,145.062,Southern Metropolitan,8920.0
2260,Sunshine North,32 Essex St,3,h,690500.0,S,Sweeney,3/06/2017,10.5,3020.0,3.0,1.0,0.0,637.0,,,Brimbank City Council,-37.7756,144.84235,Western Metropolitan,4217.0
2261,South Morang,7/7 Old Plenty Rd,3,u,386000.0,S,Millership,1/07/2017,20.5,3752.0,3.0,1.0,1.0,216.0,,,Whittlesea City Council,-37.64491,145.09233,Northern Metropolitan,7969.0
2262,Mitcham,2/87 Churinga Av,3,u,635000.0,S,Noel,18/11/2017,17.2,3132.0,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,6871.0
2263,Fawkner,3 Penn Ct,3,h,605000.0,S,Brad,17/09/2016,12.4,3060.0,3.0,1.0,2.0,531.0,,,Hume City Council,-37.7022,144.9669,Northern Metropolitan,5070.0
2264,Bentleigh East,75 Orange St,3,h,1140000.0,S,hockingstuart,18/06/2016,13.9,3165.0,4.0,1.0,3.0,701.0,,,Glen Eira City Council,-37.9178,145.0815,Southern Metropolitan,10969.0
2265,Hoppers Crossing,7 Brooke Ct,3,h,540000.0,S,Ray,29/07/2017,18.4,3029.0,3.0,2.0,2.0,580.0,200.0,1990.0,Wyndham City Council,-37.87447,144.66771,Western Metropolitan,13830.0
2266,Heidelberg West,54 Alamein Rd,2,h,580000.0,S,Harcourts,15/07/2017,8.8,3081.0,2.0,1.0,2.0,498.0,75.0,1955.0,Banyule City Council,-37.73759,145.04236,Eastern Metropolitan,2674.0
2267,Mitcham,1/11 Basingstoke Rd,3,h,720000.0,S,Noel,17/03/2018,17.2,3132.0,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,6871.0
2268,Kew,10/60 Princess St,2,u,490000.0,VB,RT,17/03/2018,5.4,3101.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,10331.0
2269,Prahran,12/297 Dandenong Rd,2,u,482000.0,PI,hockingstuart,18/11/2017,4.6,3181.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7717.0
2270,Carlton North,728 Lygon St,2,h,860000.0,S,Woodards,11/11/2017,3.5,3054.0,2.0,1.0,,,,,Melbourne City Council,-37.7893,144.9692,Northern Metropolitan,3106.0
2271,Oak Park,1/22 Lex Gr,3,t,770000.0,S,Brad,11/02/2017,11.5,3046.0,3.0,2.0,2.0,272.0,138.0,2012.0,Moreland City Council,-37.7182,144.9244,Northern Metropolitan,2651.0
2272,Airport West,3/35 Walters Av,3,t,552000.0,SP,Nelson,30/07/2016,13.5,3042.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,3464.0
2273,Moonee Ponds,6/128 Maribyrnong Rd,3,u,610000.0,S,McGrath,14/10/2017,6.2,3039.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6232.0
2274,Burwood,1/9 Bronte Av,2,u,601000.0,S,Biggin,7/11/2016,11.7,3125.0,,,,,,,Monash City Council,,,Southern Metropolitan,5678.0
2275,Ringwood North,28 Through Rd,3,h,750000.0,S,Fletchers,24/06/2017,19.9,3134.0,3.0,1.0,1.0,446.0,114.0,1955.0,Manningham City Council,-37.7987,145.23032,Eastern Metropolitan,3619.0
2276,Meadow Heights,35 Papworth Pl,3,h,632000.0,S,Barry,10/02/2018,17.4,3048.0,3.0,2.0,2.0,,,,Hume City Council,-37.65091,144.91758000000004,Northern Metropolitan,4704.0
2277,Newport,4/71 Challis St,2,u,670000.0,SP,Purplebricks,27/11/2016,8.4,3015.0,2.0,1.0,1.0,190.0,,,Hobsons Bay City Council,-37.8433,144.8725,Western Metropolitan,5498.0
2278,Seddon,22 Alfred St,3,h,1080000.0,VB,Village,18/03/2017,6.6,3011.0,3.0,1.0,0.0,234.0,111.0,1900.0,Maribyrnong City Council,-37.8051,144.8858,Western Metropolitan,2417.0
2279,Fitzroy,5/3 Hertford St,2,h,950000.0,S,Nelson,6/01/2018,2.1,3065.0,,,,,,,Yarra City Council,,,Northern Metropolitan,5825.0
2280,Maribyrnong,1/59 Middle Rd,2,t,675000.0,S,Biggin,15/07/2017,4.3,3032.0,2.0,1.0,2.0,198.0,,2009.0,Maribyrnong City Council,-37.76703,144.88915,Western Metropolitan,4918.0
2281,Rowville,51 Dandelion Dr,5,h,956000.0,S,Ray,6/01/2018,23.5,3178.0,5.0,2.0,4.0,725.0,200.0,1980.0,Knox City Council,-37.922,145.25426000000004,South-Eastern Metropolitan,11667.0
2282,Carnegie,9/81 Koornang Rd,2,u,572000.0,S,Ray,22/08/2016,11.4,3163.0,2.0,2.0,1.0,0.0,,2014.0,Glen Eira City Council,-37.8873,145.0572,Southern Metropolitan,7822.0
2283,Hawthorn,10/352 Auburn Rd,2,u,560000.0,SP,R&H,22/04/2017,4.6,3122.0,2.0,1.0,0.0,0.0,82.3,1960.0,Boroondara City Council,-37.832,145.0431,Southern Metropolitan,11308.0
2284,Attwood,2 Herod Pl,3,h,640000.0,SP,YPA,9/09/2017,16.5,3049.0,3.0,2.0,2.0,607.0,,,Hume City Council,-37.67379,144.89826000000005,Northern Metropolitan,1130.0
2285,Templestowe Lower,4 Hodgson St,3,h,1300000.0,PI,Noel,3/03/2018,12.4,3107.0,3.0,1.0,3.0,921.0,,,Manningham City Council,-37.76719,145.10341,Eastern Metropolitan,5420.0
2286,Footscray,211A Ballarat Rd,2,h,950000.0,PI,Burnham,11/02/2017,6.4,3011.0,2.0,1.0,2.0,657.0,92.0,1940.0,Maribyrnong City Council,-37.7909,144.8884,Western Metropolitan,7570.0
2287,Prahran,20 Irving Av,3,h,1500000.0,PI,Kay,21/10/2017,4.6,3181.0,3.0,1.0,0.0,,126.0,1900.0,Stonnington City Council,-37.858,145.00733,Southern Metropolitan,7717.0
2288,Epping,111 Peppercorn Pde,4,h,656000.0,S,RW,28/10/2017,19.6,3076.0,4.0,1.0,2.0,570.0,143.0,1980.0,Whittlesea City Council,-37.64907,145.04282,Northern Metropolitan,10926.0
2289,Reservoir,1/65 Keon Pde,3,u,500000.0,S,Ray,12/11/2016,11.2,3073.0,3.0,1.0,1.0,359.0,109.0,1960.0,Darebin City Council,-37.6957,145.0161,Northern Metropolitan,21650.0
2290,Toorak,12/1 Ruabon Rd,2,u,490000.0,PI,Thomson,15/10/2016,4.6,3142.0,2.0,1.0,1.0,0.0,,1970.0,Stonnington City Council,-37.8474,145.0078,Southern Metropolitan,7217.0
2291,Greensborough,165 Elder St,3,h,717500.0,S,Buckingham,7/10/2017,16.1,3088.0,3.0,1.0,2.0,594.0,117.0,1962.0,Banyule City Council,-37.71643,145.09929,Northern Metropolitan,8524.0
2292,Werribee,4 Daniel Ct,3,h,458000.0,S,Ray,7/10/2017,14.7,3030.0,3.0,1.0,1.0,,102.0,1990.0,Wyndham City Council,-37.90209,144.63651000000004,Western Metropolitan,16166.0
2293,Richmond,12/104 Rowena Pde,1,u,345000.0,S,Biggin,7/11/2016,2.6,3121.0,1.0,1.0,0.0,0.0,,1970.0,Yarra City Council,-37.8211,144.9955,Northern Metropolitan,14949.0
2294,Port Melbourne,405/1 Danks St W,1,u,470000.0,SP,LITTLE,22/08/2016,3.8,3207.0,1.0,1.0,1.0,0.0,62.0,2000.0,Melbourne City Council,-37.8436,144.944,Southern Metropolitan,8648.0
2295,Delahey,108 Copperfield Dr,4,h,615000.0,S,YPA,17/02/2018,18.0,3037.0,4.0,2.0,1.0,537.0,189.0,1995.0,Brimbank City Council,-37.71269,144.77135,Western Metropolitan,2898.0
2296,Keilor East,68 Nyah St,3,h,1001000.0,S,Nelson,17/06/2017,11.7,3033.0,3.0,1.0,2.0,605.0,,,Brimbank City Council,-37.73137,144.86882,Western Metropolitan,5629.0
2297,Malvern,13/200 Wattletree Rd,1,u,420000.0,SP,hockingstuart,28/08/2016,7.4,3144.0,1.0,1.0,3.0,0.0,,,Stonnington City Council,-37.8633,145.0336,Southern Metropolitan,4675.0
2298,Carlton,2/100 Keppel St,2,t,960000.0,VB,Nelson,20/05/2017,1.8,3053.0,2.0,2.0,1.0,0.0,90.0,1860.0,Melbourne City Council,-37.7947,144.9724,Northern Metropolitan,6786.0
2299,Hawthorn,710/377 Burwood Rd,2,u,485000.0,VB,LITTLE,22/05/2016,4.6,3122.0,2.0,1.0,1.0,0.0,76.0,2005.0,Boroondara City Council,-37.8226,145.0368,Southern Metropolitan,11308.0
2300,Ascot Vale,21 Middle St,3,h,1130000.0,S,Nelson,23/04/2016,5.9,3032.0,3.0,2.0,1.0,272.0,157.0,1900.0,Moonee Valley City Council,-37.7774,144.928,Western Metropolitan,6567.0
2301,Brunswick West,871 Park St,4,h,1700000.0,PI,Jellis,25/02/2017,5.9,3055.0,4.0,2.0,2.0,621.0,184.0,1920.0,Moreland City Council,-37.7764,144.9479,Northern Metropolitan,7082.0
2302,Doncaster East,1/1050 Doncaster Rd,3,u,750000.0,VB,Fletchers,6/01/2018,14.3,3109.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,10999.0
2303,South Yarra,2/12 Kensington Rd,2,u,980000.0,SP,Jellis,12/08/2017,2.7,3141.0,2.0,1.0,0.0,0.0,,,Melbourne City Council,-37.83873,145.00133,Southern Metropolitan,14887.0
2304,Yarraville,9 Hawkhurst St,3,h,1190000.0,SP,Jas,16/09/2017,6.3,3013.0,3.0,1.0,2.0,515.0,89.0,1955.0,Maribyrnong City Council,-37.82067,144.87725,Western Metropolitan,6543.0
2305,Bentleigh,3 Porter Rd,3,h,1395000.0,S,Buxton,18/11/2017,11.4,3204.0,3.0,2.0,3.0,,,,Glen Eira City Council,-37.9318,145.0438,Southern Metropolitan,6795.0
2306,Carlton,5/105 Neill St,3,u,1325000.0,S,Woodards,26/08/2017,1.6,3053.0,,,,,,,Melbourne City Council,-37.79459,144.97159,Northern Metropolitan,6786.0
2307,Footscray,4 Adelaide St,4,h,1225000.0,SP,Nelson,3/12/2016,6.4,3011.0,4.0,2.0,1.0,319.0,130.0,1915.0,Maribyrnong City Council,-37.7943,144.8875,Western Metropolitan,7570.0
2308,Doreen,6 Carome Wy,3,h,472000.0,S,HAR,19/08/2017,25.9,3754.0,3.0,2.0,2.0,,153.0,2000.0,Nillumbik Shire Council,-37.58883,145.11762,Northern Victoria,7254.0
2309,Sunshine West,116 Glengala Rd,3,h,820000.0,S,Douglas,21/10/2017,10.5,3020.0,3.0,2.0,4.0,,130.0,1950.0,Brimbank City Council,-37.78929,144.81413999999995,Western Metropolitan,6763.0
2310,Hampton East,68 Spring Rd,3,h,1345000.0,SA,Buxton,12/08/2017,13.8,3188.0,3.0,1.0,1.0,587.0,131.0,1950.0,Bayside City Council,-37.94087,145.03366,Southern Metropolitan,2356.0
2311,Murrumbeena,7 Thomson Av,3,h,1420000.0,S,Woodards,6/08/2016,12.1,3163.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,4442.0
2312,Williamstown,118 Hannan St,3,h,1482500.0,S,Sweeney,27/06/2016,8.0,3016.0,3.0,2.0,1.0,506.0,139.0,1910.0,Hobsons Bay City Council,-37.8592,144.888,Western Metropolitan,6380.0
2313,Hawthorn,56 Denham St,3,h,1955000.0,S,Jellis,27/05/2017,5.3,3122.0,3.0,1.0,2.0,261.0,,1890.0,Boroondara City Council,-37.81965,145.02366999999995,Southern Metropolitan,11308.0
2314,Brighton East,1/9 Binnie St,2,u,817500.0,S,Buxton,3/09/2017,10.3,3187.0,2.0,1.0,1.0,111.0,95.0,,Bayside City Council,-37.92416,145.00658,Southern Metropolitan,6938.0
2315,Southbank,73/1 Riverside Qy,2,u,540000.0,S,Dingle,24/09/2016,1.2,3006.0,2.0,2.0,1.0,0.0,93.0,1994.0,Melbourne City Council,-37.822,144.9637,Southern Metropolitan,8400.0
2316,Balwyn North,432 Balwyn Rd,3,h,1530500.0,S,hockingstuart,17/03/2018,9.7,3104.0,3.0,1.0,2.0,615.0,,,Boroondara City Council,-37.78527,145.0869,Southern Metropolitan,7809.0
2317,Caulfield South,8 Lygon St,4,h,1774500.0,S,hockingstuart,14/05/2016,9.3,3162.0,4.0,2.0,2.0,575.0,256.0,2008.0,Glen Eira City Council,-37.8993,145.0254,Southern Metropolitan,5051.0
2318,Strathmore,243 Mascoma St,3,t,810000.0,PI,Considine,28/05/2016,9.7,3041.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,3284.0
2319,Strathmore,1/14 Wendora St,3,t,1050000.0,PI,RT,16/09/2017,8.2,3041.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,3284.0
2320,Elwood,5/57 Southey St,2,u,645000.0,S,Jellis,23/09/2017,7.2,3184.0,2.0,1.0,1.0,,,,Port Phillip City Council,-37.87742,144.98854,Southern Metropolitan,8989.0
2321,Glenroy,21 Langton St,2,h,758000.0,S,Stockdale,4/03/2017,13.0,3046.0,,,,,,,Moreland City Council,,,Northern Metropolitan,8870.0
2322,Richmond,5/366 Church St,2,u,815500.0,S,Kay,14/10/2017,2.4,3121.0,,,,,,,Yarra City Council,,,Northern Metropolitan,14949.0
2323,Ormond,1/316 Tucker Rd,2,h,758000.0,S,Buxton,4/03/2017,11.8,3204.0,2.0,1.0,1.0,250.0,,,Glen Eira City Council,-37.9063,145.0535,Southern Metropolitan,3578.0
2324,Rosanna,206 Waiora Rd,4,h,1610000.0,S,Bekdon,18/06/2016,11.4,3084.0,4.0,1.0,4.0,1613.0,,,Banyule City Council,-37.7324,145.0606,Eastern Metropolitan,3540.0
2325,Essendon,33 Amelia Av,4,h,1507000.0,S,Nelson,28/10/2017,7.5,3040.0,4.0,2.0,2.0,558.0,147.0,1925.0,Moonee Valley City Council,-37.74476,144.92504,Western Metropolitan,9264.0
2326,Albion,1/3 Barclay St,3,u,602000.0,S,Barry,7/10/2017,10.5,3020.0,,,,,,,Brimbank City Council,,,Western Metropolitan,2185.0
